1.000000000 0.000000000 0.000000000 0.000000000
0.923879533 0.382683432 0.000000000 0.000000000
0.707106781 0.707106781 0.000000000 0.000000000
0.923879533 0.382683432 0.000000000 0.000000000
1.000000000 0.000000000 0.000000000 0.000000000
0.923879533 0.000000000 0.382683432 0.000000000
0.707106781 0.000000000 0.707106781 0.000000000
0.923879533 0.000000000 0.382683432 0.000000000
1.000000000 0.000000000 0.000000000 0.000000000
0.923879533 0.000000000 0.000000000 0.382683432
0.707106781 0.000000000 0.000000000 0.707106781
0.923879533 0.000000000 0.000000000 0.382683432
1.000000000 0.000000000 0.000000000 0.000000000
0.923879533 0.270598050 0.270598050 0.000000000
0.707106781 0.500000000 0.500000000 0.000000000
0.923879533 0.270598050 0.270598050 0.000000000
1.000000000 0.000000000 0.000000000 0.000000000
